SampleID,Compound,Replicate,Concentration,Cluster 0,Cluster 1,Cluster 2,Cluster 3,Cluster 4,Cluster 5
Celecoxib_Rep2_Conc0.046,Celecoxib,2,0.046,0.5338208409506399,0.12614259597806216,0.12431444241316271,0.13893967093235832,0.02376599634369287,0.05301645338208409
Celecoxib_Rep2_Conc0.137,Celecoxib,2,0.137,0.006920415224913495,0.3373702422145329,0.03806228373702422,0.4100346020761246,0.14359861591695502,0.06401384083044982
Celecoxib_Rep2_Conc0.411,Celecoxib,2,0.411,0.06965174129353234,0.3167495854063018,0.14096185737976782,0.3283582089552239,0.08623548922056384,0.05804311774461028
Celecoxib_Rep2_Conc1.000,Celecoxib,2,1.0,0.18167202572347266,0.2652733118971061,0.09807073954983923,0.2395498392282958,0.12057877813504823,0.09485530546623794
Celecoxib_Rep2_Conc100.000,Celecoxib,2,100.0,0.011834319526627219,0.33875739644970415,0.06360946745562131,0.38461538461538464,0.1390532544378698,0.0621301775147929
Celecoxib_Rep2_Conc11.000,Celecoxib,2,11.0,0.0136986301369863,0.26810176125244617,0.0684931506849315,0.4070450097847358,0.11741682974559686,0.12524461839530332
Celecoxib_Rep2_Conc3.500,Celecoxib,2,3.5,0.0030959752321981426,0.326625386996904,0.07275541795665634,0.3498452012383901,0.16253869969040247,0.08513931888544891
Celecoxib_Rep2_Conc33.500,Celecoxib,2,33.5,0.0029585798816568047,0.3431952662721893,0.08136094674556213,0.3624260355029586,0.14497041420118342,0.0650887573964497
DMSO_B20,Celecoxib,2,0.0,0.008174386920980926,0.36239782016348776,0.08719346049046321,0.3405994550408719,0.0653950953678474,0.1362397820163488
DMSO_F12,Celecoxib,2,0.0,0.03490759753593429,0.28952772073921973,0.1457905544147844,0.3655030800821355,0.06981519507186858,0.0944558521560575
DMSO_I12,Celecoxib,2,0.0,0.006211180124223602,0.30434782608695654,0.059006211180124224,0.36335403726708076,0.18012422360248448,0.08695652173913043
DMSO_M04,Celecoxib,2,0.0,0.012195121951219513,0.3429878048780488,0.057926829268292686,0.35365853658536583,0.16158536585365854,0.07164634146341463
DMSO_H05,Ketoprofen,1,0.0,0.02483660130718954,0.3764705882352941,0.06928104575163399,0.3281045751633987,0.13333333333333333,0.06797385620915032
DMSO_H09,Ketoprofen,1,0.0,0.056878306878306875,0.3425925925925926,0.10317460317460317,0.28174603174603174,0.13756613756613756,0.07804232804232804
DMSO_J20,Ketoprofen,1,0.0,0.002861230329041488,0.35050071530758226,0.07439198855507868,0.3133047210300429,0.1688125894134478,0.09012875536480687
DMSO_K04,Ketoprofen,1,0.0,0.016107382550335572,0.3046979865771812,0.07516778523489932,0.33691275167785234,0.1959731543624161,0.07114093959731543
Ketoprofen_Rep1_Conc0.046,Ketoprofen,1,0.046,0.00906344410876133,0.43202416918429004,0.13897280966767372,0.2190332326283988,0.1283987915407855,0.07250755287009064
Ketoprofen_Rep1_Conc0.137,Ketoprofen,1,0.137,0.14431486880466474,0.27113702623906705,0.09766763848396501,0.2857142857142857,0.1239067055393586,0.07725947521865889
Ketoprofen_Rep1_Conc0.411,Ketoprofen,1,0.411,0.016867469879518072,0.3421686746987952,0.13493975903614458,0.26506024096385544,0.10843373493975904,0.13253012048192772
Ketoprofen_Rep1_Conc1.000,Ketoprofen,1,1.0,0.05297157622739018,0.26098191214470284,0.046511627906976744,0.36046511627906974,0.21834625322997417,0.060723514211886306
Ketoprofen_Rep1_Conc100.000,Ketoprofen,1,100.0,0.2620320855614973,0.18315508021390375,0.1537433155080214,0.23128342245989306,0.12566844919786097,0.04411764705882353
Ketoprofen_Rep1_Conc11.000,Ketoprofen,1,11.0,0.1804949053857351,0.27074235807860264,0.06986899563318777,0.20087336244541484,0.09170305676855896,0.18631732168850074
Ketoprofen_Rep1_Conc3.500,Ketoprofen,1,3.5,0.0028089887640449437,0.38202247191011235,0.09550561797752809,0.25702247191011235,0.16713483146067415,0.09550561797752809
Ketoprofen_Rep1_Conc33.500,Ketoprofen,1,33.5,0.07889908256880734,0.3981651376146789,0.14311926605504588,0.27522935779816515,0.04220183486238532,0.062385321100917435
DMSO_D12,Ketoprofen,2,0.0,0.30833333333333335,0.2791666666666667,0.13333333333333333,0.15625,0.03958333333333333,0.08333333333333333
DMSO_G20,Ketoprofen,2,0.0,0.14545454545454545,0.32181818181818184,0.07818181818181819,0.2690909090909091,0.11090909090909092,0.07454545454545454
DMSO_H08,Ketoprofen,2,0.0,0.20078740157480315,0.3110236220472441,0.14763779527559054,0.22440944881889763,0.06692913385826772,0.04921259842519685
DMSO_N12,Ketoprofen,2,0.0,0.261968085106383,0.2632978723404255,0.08377659574468085,0.21675531914893617,0.1196808510638298,0.05452127659574468
Ketoprofen_Rep2_Conc0.046,Ketoprofen,2,0.046,0.19523809523809524,0.3142857142857143,0.14761904761904762,0.21428571428571427,0.07142857142857142,0.05714285714285714
Ketoprofen_Rep2_Conc0.137,Ketoprofen,2,0.137,0.09254498714652956,0.3110539845758355,0.08226221079691516,0.33033419023136246,0.15038560411311053,0.033419023136246784
Ketoprofen_Rep2_Conc0.411,Ketoprofen,2,0.411,0.1721132897603486,0.27233115468409586,0.13507625272331156,0.2440087145969499,0.05228758169934641,0.12418300653594772
Ketoprofen_Rep2_Conc1.000,Ketoprofen,2,1.0,0.2607944732297064,0.30569948186528495,0.10880829015544041,0.19343696027633853,0.06563039723661486,0.06563039723661486
Ketoprofen_Rep2_Conc100.000,Ketoprofen,2,100.0,0.0022471910112359553,0.4202247191011236,0.1393258426966292,0.20674157303370785,0.04719101123595506,0.1842696629213483
Ketoprofen_Rep2_Conc11.000,Ketoprofen,2,11.0,0.08348457350272233,0.30671506352087113,0.07078039927404718,0.3430127041742287,0.09618874773139746,0.0998185117967332
Ketoprofen_Rep2_Conc3.500,Ketoprofen,2,3.5,0.0017761989342806395,0.33037300177619894,0.0994671403197158,0.3605683836589698,0.09769094138543517,0.11012433392539965
Ketoprofen_Rep2_Conc33.500,Ketoprofen,2,33.5,0.15845824411134904,0.3019271948608137,0.11134903640256959,0.25267665952890794,0.10492505353319058,0.07066381156316917
DMSO_H05,Mefenamic acid,1,0.0,0.02483660130718954,0.3764705882352941,0.06928104575163399,0.3281045751633987,0.13333333333333333,0.06797385620915032
DMSO_H09,Mefenamic acid,1,0.0,0.056878306878306875,0.3425925925925926,0.10317460317460317,0.28174603174603174,0.13756613756613756,0.07804232804232804
DMSO_J20,Mefenamic acid,1,0.0,0.002861230329041488,0.35050071530758226,0.07439198855507868,0.3133047210300429,0.1688125894134478,0.09012875536480687
DMSO_K04,Mefenamic acid,1,0.0,0.016107382550335572,0.3046979865771812,0.07516778523489932,0.33691275167785234,0.1959731543624161,0.07114093959731543
Mefenamic acid_Rep1_Conc0.046,Mefenamic acid,1,0.046,0.05192878338278932,0.33382789317507416,0.13353115727002968,0.2685459940652819,0.14540059347181009,0.06676557863501484
Mefenamic acid_Rep1_Conc0.137,Mefenamic acid,1,0.137,0.03525046382189239,0.39332096474953615,0.08905380333951762,0.22634508348794063,0.07977736549165121,0.17625231910946196
Mefenamic acid_Rep1_Conc0.411,Mefenamic acid,1,0.411,0.014787430683918669,0.3419593345656192,0.06839186691312385,0.32162661737523107,0.16266173752310537,0.09057301293900184
Mefenamic acid_Rep1_Conc1.000,Mefenamic acid,1,1.0,0.09262166405023547,0.31868131868131866,0.06907378335949764,0.27001569858712715,0.15384615384615385,0.09576138147566719
Mefenamic acid_Rep1_Conc100.000,Mefenamic acid,1,100.0,0.047619047619047616,0.3142857142857143,0.10158730158730159,0.2968253968253968,0.12222222222222222,0.11746031746031746
Mefenamic acid_Rep1_Conc11.000,Mefenamic acid,1,11.0,0.013011152416356878,0.06691449814126393,0.06691449814126393,0.026022304832713755,0.011152416356877323,0.8159851301115242
Mefenamic acid_Rep1_Conc3.500,Mefenamic acid,1,3.5,0.06980273141122914,0.3262518968133536,0.09559939301972686,0.291350531107739,0.1411229135053111,0.07587253414264036
Mefenamic acid_Rep1_Conc33.500,Mefenamic acid,1,33.5,0.008492569002123142,0.45010615711252655,0.12314225053078556,0.24628450106157113,0.09341825902335456,0.07855626326963906
DMSO_B20,Mefenamic acid,2,0.0,0.008174386920980926,0.36239782016348776,0.08719346049046321,0.3405994550408719,0.0653950953678474,0.1362397820163488
DMSO_F12,Mefenamic acid,2,0.0,0.03490759753593429,0.28952772073921973,0.1457905544147844,0.3655030800821355,0.06981519507186858,0.0944558521560575
DMSO_I12,Mefenamic acid,2,0.0,0.006211180124223602,0.30434782608695654,0.059006211180124224,0.36335403726708076,0.18012422360248448,0.08695652173913043
DMSO_M04,Mefenamic acid,2,0.0,0.012195121951219513,0.3429878048780488,0.057926829268292686,0.35365853658536583,0.16158536585365854,0.07164634146341463
Mefenamic acid_Rep2_Conc0.046,Mefenamic acid,2,0.046,0.4469820554649266,0.1598694942903752,0.08482871125611746,0.18433931484502447,0.0636215334420881,0.06035889070146819
Mefenamic acid_Rep2_Conc0.137,Mefenamic acid,2,0.137,0.011705685618729096,0.33612040133779264,0.043478260869565216,0.3879598662207358,0.14715719063545152,0.07357859531772576
Mefenamic acid_Rep2_Conc0.411,Mefenamic acid,2,0.411,0.030405405405405407,0.3902027027027027,0.1266891891891892,0.28885135135135137,0.08952702702702703,0.07432432432432433
Mefenamic acid_Rep2_Conc1.000,Mefenamic acid,2,1.0,0.1795252225519288,0.24777448071216618,0.09643916913946587,0.28041543026706234,0.1172106824925816,0.07863501483679525
Mefenamic acid_Rep2_Conc100.000,Mefenamic acid,2,100.0,0.004601226993865031,0.3374233128834356,0.06288343558282208,0.3665644171779141,0.15030674846625766,0.07822085889570553
Mefenamic acid_Rep2_Conc11.000,Mefenamic acid,2,11.0,0.006060606060606061,0.32575757575757575,0.03636363636363636,0.41515151515151516,0.15303030303030302,0.06363636363636363
Mefenamic acid_Rep2_Conc3.500,Mefenamic acid,2,3.5,0.004665629860031105,0.3048211508553655,0.06998444790046657,0.3561430793157076,0.14307931570762053,0.12130637636080871
Mefenamic acid_Rep2_Conc33.500,Mefenamic acid,2,33.5,0.015418502202643172,0.2555066079295154,0.12334801762114538,0.3524229074889868,0.1299559471365639,0.12334801762114538
DMSO_B20,Lumiracoxib,1,0.0,0.15959252971137522,0.2920203735144312,0.13242784380305603,0.2461799660441426,0.08488964346349745,0.08488964346349745
DMSO_F20,Lumiracoxib,1,0.0,0.2902155887230514,0.22553897180762852,0.12106135986733002,0.22553897180762852,0.08291873963515754,0.05472636815920398
DMSO_G12,Lumiracoxib,1,0.0,0.14694656488549618,0.3148854961832061,0.12786259541984732,0.23091603053435114,0.11259541984732824,0.06679389312977099
DMSO_H15,Lumiracoxib,1,0.0,0.22296173044925124,0.2928452579034942,0.09983361064891846,0.22795341098169716,0.11148086522462562,0.04492512479201331
Lumiracoxib_Rep1_Conc0.046,Lumiracoxib,1,0.046,0.03050397877984085,0.3448275862068966,0.14721485411140584,0.27586206896551724,0.16843501326259946,0.033156498673740056
Lumiracoxib_Rep1_Conc0.411,Lumiracoxib,1,0.411,0.0024752475247524753,0.38366336633663367,0.10643564356435643,0.28217821782178215,0.09405940594059406,0.1311881188118812
Lumiracoxib_Rep1_Conc1.000,Lumiracoxib,1,1.0,0.014314928425357873,0.41922290388548056,0.16155419222903886,0.17791411042944785,0.05725971370143149,0.16973415132924335
Lumiracoxib_Rep1_Conc100.000,Lumiracoxib,1,100.0,0.04807692307692308,0.32211538461538464,0.1362179487179487,0.26282051282051283,0.1282051282051282,0.10256410256410256
Lumiracoxib_Rep1_Conc11.000,Lumiracoxib,1,11.0,0.028622540250447227,0.07871198568872988,0.07513416815742398,0.0518783542039356,0.01073345259391771,0.7549194991055456
Lumiracoxib_Rep1_Conc3.500,Lumiracoxib,1,3.5,0.21124620060790272,0.29027355623100304,0.11398176291793313,0.24468085106382978,0.11094224924012158,0.028875379939209727
Lumiracoxib_Rep1_Conc33.500,Lumiracoxib,1,33.5,0.01335559265442404,0.31886477462437396,0.048414023372287146,0.41903171953255425,0.1419031719532554,0.05843071786310518
DMSO_B20,Lumiracoxib,2,0.0,0.008174386920980926,0.36239782016348776,0.08719346049046321,0.3405994550408719,0.0653950953678474,0.1362397820163488
DMSO_F12,Lumiracoxib,2,0.0,0.03490759753593429,0.28952772073921973,0.1457905544147844,0.3655030800821355,0.06981519507186858,0.0944558521560575
DMSO_I12,Lumiracoxib,2,0.0,0.006211180124223602,0.30434782608695654,0.059006211180124224,0.36335403726708076,0.18012422360248448,0.08695652173913043
DMSO_M04,Lumiracoxib,2,0.0,0.012195121951219513,0.3429878048780488,0.057926829268292686,0.35365853658536583,0.16158536585365854,0.07164634146341463
Lumiracoxib_Rep2_Conc0.046,Lumiracoxib,2,0.046,0.4482758620689655,0.16748768472906403,0.07717569786535304,0.19540229885057472,0.05090311986863711,0.060755336617405585
Lumiracoxib_Rep2_Conc0.137,Lumiracoxib,2,0.137,0.004273504273504274,0.30626780626780625,0.03133903133903134,0.40883190883190884,0.1794871794871795,0.0698005698005698
Lumiracoxib_Rep2_Conc0.411,Lumiracoxib,2,0.411,0.051457975986277875,0.3361921097770154,0.11663807890222985,0.33276157804459694,0.09433962264150944,0.0686106346483705
Lumiracoxib_Rep2_Conc1.000,Lumiracoxib,2,1.0,0.15439856373429084,0.26570915619389585,0.0807899461400359,0.3016157989228007,0.08258527827648116,0.11490125673249552
Lumiracoxib_Rep2_Conc100.000,Lumiracoxib,2,100.0,0.01300578034682081,0.3598265895953757,0.057803468208092484,0.33815028901734107,0.18063583815028902,0.05057803468208093
Lumiracoxib_Rep2_Conc11.000,Lumiracoxib,2,11.0,0.02422145328719723,0.2906574394463668,0.05709342560553633,0.38581314878892736,0.14013840830449828,0.10207612456747404
Lumiracoxib_Rep2_Conc3.500,Lumiracoxib,2,3.5,0.1735241502683363,0.32021466905187834,0.1037567084078712,0.25760286225402507,0.07871198568872988,0.06618962432915922
Lumiracoxib_Rep2_Conc33.500,Lumiracoxib,2,33.5,0.04874446085672083,0.28064992614475626,0.08862629246676514,0.32200886262924666,0.1861152141802068,0.07385524372230429
